output_item_name,output_canonical_key,derived_craft_quantity,input_order,input_item_name,input_canonical_key,input_inventory_quantity,displayed_required_quantity,per_craft_quantity,evidence_source,evidence_date,review_status,notes
Black Cloak,black cloak,0,4,Cotton,cotton,1909,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Dye,black dye,0,1,Shadow Bloom,shadow bloom,1,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Dye,black dye,0,2,Glass Bottle,glass bottle,6230,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Purse,black purse,0,1,Coin Purse,coin purse,20400,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Purse,black purse,0,2,Black Dye,black dye,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Scarf,black scarf,0,1,Yarn,yarn,32180,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Scarf,black scarf,0,2,Black Dye,black dye,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Shield,black shield,0,1,Steel,steel,11092,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Shield,black shield,0,2,Sturdy Shield,sturdy shield,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Shield,black shield,0,3,Black Dye,black dye,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Shirt,black shirt,0,1,Cloth,cloth,4,10,10,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Shirt,black shirt,0,2,Sewing Needle,sewing needle,31146,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Shirt,black shirt,0,3,Black Dye,black dye,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Twine,black twine,0,1,Twine,twine,1,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Black Twine,black twine,0,2,Black Dye,black dye,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Blue Diary,blue diary,0,1,Mushroom Paste,mushroom paste,1,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Blue Diary,blue diary,0,2,White Parchment,white parchment,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Blue Diary,blue diary,0,3,Blue Parchment,blue parchment,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Blue Shirt,blue shirt,0,1,Cloth,cloth,4,10,10,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Blue Shirt,blue shirt,0,2,Blue Dye,blue dye,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Blue Shirt,blue shirt,0,3,Sewing Needle,sewing needle,31146,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Board,board,0,1,Wood,wood,0,5,5,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bone Pickaxe,bone pickaxe,0,1,Mushroom Paste,mushroom paste,1,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bone Pickaxe,bone pickaxe,0,2,Bone,bone,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bone Pickaxe,bone pickaxe,0,3,Pickaxe,pickaxe,25780,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bottle Rocket,bottle rocket,0,1,Wood,wood,0,3,3,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bottle Rocket,bottle rocket,0,2,Feathers,feathers,1,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bottle Rocket,bottle rocket,0,3,Black Powder,black powder,32180,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bouquet of Flowers,bouquet of flowers,0,1,Yellow Flowers,yellow flowers,4004,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bouquet of Flowers,bouquet of flowers,0,2,Red Flowers,red flowers,1,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bouquet of Flowers,bouquet of flowers,0,3,Blue Flowers,blue flowers,1348,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bouquet of Flowers,bouquet of flowers,0,4,White Flowers,white flowers,1739,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bouquet of Flowers,bouquet of flowers,0,5,Orange Flowers,orange flowers,1607,2,2,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bouquet of Flowers,bouquet of flowers,0,6,White Parchment,white parchment,0,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
Bouquet of Flowers,bouquet of flowers,0,7,Twine,twine,1,1,1,user-supplied Workshop paste,2026-08-31,normalized_pending_reconciliation,At least one displayed inventory amount was below the one-craft requirement so the UI craft quantity was 0 and displayed requirements were already per craft.
