output_canonical_key,output_item_name,input_order,input_item_name,input_canonical_key,quantity,source_url,page_data_url,cache_file_name,parser_version,flags,notes
brown twine,Brown Twine,2,Brown Dye,brown dye,1,https://buddy.farm/i/brown-twine/,https://buddy.farm/page-data/i/brown-twine/page-data.json,brown-twine__brown-twine.json,buddy-item-multi-source-v1,,
bucket,Bucket,1,Board,board,5,https://buddy.farm/i/bucket/,https://buddy.farm/page-data/i/bucket/page-data.json,bucket__bucket.json,buddy-item-multi-source-v1,,
bucket,Bucket,2,Iron,iron,1,https://buddy.farm/i/bucket/,https://buddy.farm/page-data/i/bucket/page-data.json,bucket__bucket.json,buddy-item-multi-source-v1,,
butter,Butter,1,Milk,milk,25,https://buddy.farm/i/butter/,https://buddy.farm/page-data/i/butter/page-data.json,butter__butter.json,buddy-item-multi-source-v1,,
butter,Butter,2,Salt,salt,1,https://buddy.farm/i/butter/,https://buddy.farm/page-data/i/butter/page-data.json,butter__butter.json,buddy-item-multi-source-v1,,
butter,Butter,3,Butter Churn,butter churn,1,https://buddy.farm/i/butter/,https://buddy.farm/page-data/i/butter/page-data.json,butter__butter.json,buddy-item-multi-source-v1,,
butter churn,Butter Churn,1,Board,board,1,https://buddy.farm/i/butter-churn/,https://buddy.farm/page-data/i/butter-churn/page-data.json,butter-churn__butter-churn.json,buddy-item-multi-source-v1,,
butter churn,Butter Churn,2,Wooden Barrel,wooden barrel,1,https://buddy.farm/i/butter-churn/,https://buddy.farm/page-data/i/butter-churn/page-data.json,butter-churn__butter-churn.json,buddy-item-multi-source-v1,,
cabbage stew,Cabbage Stew,1,Tomato,tomato,15,https://buddy.farm/i/cabbage-stew/,https://buddy.farm/page-data/i/cabbage-stew/page-data.json,cabbage-stew__cabbage-stew.json,buddy-item-multi-source-v1,,
cabbage stew,Cabbage Stew,2,Carrot,carrot,40,https://buddy.farm/i/cabbage-stew/,https://buddy.farm/page-data/i/cabbage-stew/page-data.json,cabbage-stew__cabbage-stew.json,buddy-item-multi-source-v1,,
cabbage stew,Cabbage Stew,3,Herbs,herbs,25,https://buddy.farm/i/cabbage-stew/,https://buddy.farm/page-data/i/cabbage-stew/page-data.json,cabbage-stew__cabbage-stew.json,buddy-item-multi-source-v1,,
cabbage stew,Cabbage Stew,4,Bone Broth,bone broth,5,https://buddy.farm/i/cabbage-stew/,https://buddy.farm/page-data/i/cabbage-stew/page-data.json,cabbage-stew__cabbage-stew.json,buddy-item-multi-source-v1,,
cabbage stew,Cabbage Stew,5,Cabbage,cabbage,250,https://buddy.farm/i/cabbage-stew/,https://buddy.farm/page-data/i/cabbage-stew/page-data.json,cabbage-stew__cabbage-stew.json,buddy-item-multi-source-v1,,
cabbage stew,Cabbage Stew,6,Coal,coal,480,https://buddy.farm/i/cabbage-stew/,https://buddy.farm/page-data/i/cabbage-stew/page-data.json,cabbage-stew__cabbage-stew.json,buddy-item-multi-source-v1,,
cabbage stew,Cabbage Stew,7,Salt,salt,50,https://buddy.farm/i/cabbage-stew/,https://buddy.farm/page-data/i/cabbage-stew/page-data.json,cabbage-stew__cabbage-stew.json,buddy-item-multi-source-v1,,
cabbage stew,Cabbage Stew,8,Leek,leek,25,https://buddy.farm/i/cabbage-stew/,https://buddy.farm/page-data/i/cabbage-stew/page-data.json,cabbage-stew__cabbage-stew.json,buddy-item-multi-source-v1,,
cabbage stew,Cabbage Stew,9,Potato,potato,40,https://buddy.farm/i/cabbage-stew/,https://buddy.farm/page-data/i/cabbage-stew/page-data.json,cabbage-stew__cabbage-stew.json,buddy-item-multi-source-v1,,
cabbage stew,Cabbage Stew,10,Onion,onion,25,https://buddy.farm/i/cabbage-stew/,https://buddy.farm/page-data/i/cabbage-stew/page-data.json,cabbage-stew__cabbage-stew.json,buddy-item-multi-source-v1,,
cannon,Cannon,1,Emberstone,emberstone,10,https://buddy.farm/i/cannon/,https://buddy.farm/page-data/i/cannon/page-data.json,cannon__cannon.json,buddy-item-multi-source-v1,,
cannon,Cannon,2,Wagon Wheel,wagon wheel,4,https://buddy.farm/i/cannon/,https://buddy.farm/page-data/i/cannon/page-data.json,cannon__cannon.json,buddy-item-multi-source-v1,,
cannon,Cannon,3,Board,board,12,https://buddy.farm/i/cannon/,https://buddy.farm/page-data/i/cannon/page-data.json,cannon__cannon.json,buddy-item-multi-source-v1,,
cannon,Cannon,4,Black Powder,black powder,10,https://buddy.farm/i/cannon/,https://buddy.farm/page-data/i/cannon/page-data.json,cannon__cannon.json,buddy-item-multi-source-v1,,
cannon,Cannon,5,Steel,steel,25,https://buddy.farm/i/cannon/,https://buddy.farm/page-data/i/cannon/page-data.json,cannon__cannon.json,buddy-item-multi-source-v1,,
cannon,Cannon,6,Machine Part,machine part,6,https://buddy.farm/i/cannon/,https://buddy.farm/page-data/i/cannon/page-data.json,cannon__cannon.json,buddy-item-multi-source-v1,,
cannon,Cannon,7,Scrap Metal,scrap metal,25,https://buddy.farm/i/cannon/,https://buddy.farm/page-data/i/cannon/page-data.json,cannon__cannon.json,buddy-item-multi-source-v1,,
canoe,Canoe,1,Blue Gel,blue gel,10,https://buddy.farm/i/canoe/,https://buddy.farm/page-data/i/canoe/page-data.json,canoe__canoe.json,buddy-item-multi-source-v1,,
canoe,Canoe,2,Board,board,4,https://buddy.farm/i/canoe/,https://buddy.farm/page-data/i/canoe/page-data.json,canoe__canoe.json,buddy-item-multi-source-v1,,
canoe,Canoe,3,Mushroom Paste,mushroom paste,5,https://buddy.farm/i/canoe/,https://buddy.farm/page-data/i/canoe/page-data.json,canoe__canoe.json,buddy-item-multi-source-v1,,
canoe,Canoe,4,Nails,nails,10,https://buddy.farm/i/canoe/,https://buddy.farm/page-data/i/canoe/page-data.json,canoe__canoe.json,buddy-item-multi-source-v1,,
canoe,Canoe,5,Rope,rope,2,https://buddy.farm/i/canoe/,https://buddy.farm/page-data/i/canoe/page-data.json,canoe__canoe.json,buddy-item-multi-source-v1,,
canoe,Canoe,6,Oak,oak,100,https://buddy.farm/i/canoe/,https://buddy.farm/page-data/i/canoe/page-data.json,canoe__canoe.json,buddy-item-multi-source-v1,,
cat s meow,Cat's Meow,1,Coal,coal,120,https://buddy.farm/i/cat-s-meow/,https://buddy.farm/page-data/i/cat-s-meow/page-data.json,cat-s-meow__cat-s-meow.json,buddy-item-multi-source-v1,,
cat s meow,Cat's Meow,2,Fish Bones,fish bones,25,https://buddy.farm/i/cat-s-meow/,https://buddy.farm/page-data/i/cat-s-meow/page-data.json,cat-s-meow__cat-s-meow.json,buddy-item-multi-source-v1,,
cat s meow,Cat's Meow,3,Essence of Slime,essence of slime,3,https://buddy.farm/i/cat-s-meow/,https://buddy.farm/page-data/i/cat-s-meow/page-data.json,cat-s-meow__cat-s-meow.json,buddy-item-multi-source-v1,,
cat s meow,Cat's Meow,4,Onion,onion,5,https://buddy.farm/i/cat-s-meow/,https://buddy.farm/page-data/i/cat-s-meow/page-data.json,cat-s-meow__cat-s-meow.json,buddy-item-multi-source-v1,,
cat s meow,Cat's Meow,5,Milk,milk,5,https://buddy.farm/i/cat-s-meow/,https://buddy.farm/page-data/i/cat-s-meow/page-data.json,cat-s-meow__cat-s-meow.json,buddy-item-multi-source-v1,,
cat s meow,Cat's Meow,6,Salt,salt,1,https://buddy.farm/i/cat-s-meow/,https://buddy.farm/page-data/i/cat-s-meow/page-data.json,cat-s-meow__cat-s-meow.json,buddy-item-multi-source-v1,,
cat s meow,Cat's Meow,7,Cooking Pot,cooking pot,1,https://buddy.farm/i/cat-s-meow/,https://buddy.farm/page-data/i/cat-s-meow/page-data.json,cat-s-meow__cat-s-meow.json,buddy-item-multi-source-v1,,
cat s meow,Cat's Meow,8,Bone Broth,bone broth,1,https://buddy.farm/i/cat-s-meow/,https://buddy.farm/page-data/i/cat-s-meow/page-data.json,cat-s-meow__cat-s-meow.json,buddy-item-multi-source-v1,,
chum,Chum,1,Minnows,minnows,4,https://buddy.farm/i/chum/,https://buddy.farm/page-data/i/chum/page-data.json,chum__chum.json,buddy-item-multi-source-v1,,
chum,Chum,2,Worms,worms,10,https://buddy.farm/i/chum/,https://buddy.farm/page-data/i/chum/page-data.json,chum__chum.json,buddy-item-multi-source-v1,,
chum,Chum,3,Bucket,bucket,1,https://buddy.farm/i/chum/,https://buddy.farm/page-data/i/chum/page-data.json,chum__chum.json,buddy-item-multi-source-v1,,
chum,Chum,4,Grubs,grubs,7,https://buddy.farm/i/chum/,https://buddy.farm/page-data/i/chum/page-data.json,chum__chum.json,buddy-item-multi-source-v1,,
cloth,Cloth,1,Scrap Cloth,scrap cloth,3,https://buddy.farm/i/cloth/,https://buddy.farm/page-data/i/cloth/page-data.json,cloth__cloth.json,buddy-item-multi-source-v1,,
coin purse,Coin Purse,1,Iron Ring,iron ring,1,https://buddy.farm/i/coin-purse/,https://buddy.farm/page-data/i/coin-purse/page-data.json,coin-purse__coin-purse.json,buddy-item-multi-source-v1,,
coin purse,Coin Purse,2,Leather,leather,2,https://buddy.farm/i/coin-purse/,https://buddy.farm/page-data/i/coin-purse/page-data.json,coin-purse__coin-purse.json,buddy-item-multi-source-v1,,
compass,Compass,1,Ruby,ruby,1,https://buddy.farm/i/compass/,https://buddy.farm/page-data/i/compass/page-data.json,compass__compass.json,buddy-item-multi-source-v1,,
compass,Compass,2,Aquamarine,aquamarine,1,https://buddy.farm/i/compass/,https://buddy.farm/page-data/i/compass/page-data.json,compass__compass.json,buddy-item-multi-source-v1,,
compass,Compass,3,Iron Ring,iron ring,1,https://buddy.farm/i/compass/,https://buddy.farm/page-data/i/compass/page-data.json,compass__compass.json,buddy-item-multi-source-v1,,
compass,Compass,4,Twine,twine,1,https://buddy.farm/i/compass/,https://buddy.farm/page-data/i/compass/page-data.json,compass__compass.json,buddy-item-multi-source-v1,,
compass,Compass,5,Small Screw,small screw,4,https://buddy.farm/i/compass/,https://buddy.farm/page-data/i/compass/page-data.json,compass__compass.json,buddy-item-multi-source-v1,,
compass,Compass,6,Magna Core,magna core,1,https://buddy.farm/i/compass/,https://buddy.farm/page-data/i/compass/page-data.json,compass__compass.json,buddy-item-multi-source-v1,,
compass,Compass,7,Wood,wood,2,https://buddy.farm/i/compass/,https://buddy.farm/page-data/i/compass/page-data.json,compass__compass.json,buddy-item-multi-source-v1,,
compass,Compass,8,Glass Orb,glass orb,1,https://buddy.farm/i/compass/,https://buddy.farm/page-data/i/compass/page-data.json,compass__compass.json,buddy-item-multi-source-v1,,
concord grape pie,Concord Grape Pie,1,Milk,milk,1,https://buddy.farm/i/concord-grape-pie/,https://buddy.farm/page-data/i/concord-grape-pie/page-data.json,concord-grape-pie__concord-grape-pie.json,buddy-item-multi-source-v1,,
concord grape pie,Concord Grape Pie,2,Grapes,grapes,100,https://buddy.farm/i/concord-grape-pie/,https://buddy.farm/page-data/i/concord-grape-pie/page-data.json,concord-grape-pie__concord-grape-pie.json,buddy-item-multi-source-v1,,
concord grape pie,Concord Grape Pie,3,Pie Pan,pie pan,1,https://buddy.farm/i/concord-grape-pie/,https://buddy.farm/page-data/i/concord-grape-pie/page-data.json,concord-grape-pie__concord-grape-pie.json,buddy-item-multi-source-v1,,
concord grape pie,Concord Grape Pie,4,Sweet Root,sweet root,100,https://buddy.farm/i/concord-grape-pie/,https://buddy.farm/page-data/i/concord-grape-pie/page-data.json,concord-grape-pie__concord-grape-pie.json,buddy-item-multi-source-v1,,
concord grape pie,Concord Grape Pie,5,Coal,coal,750,https://buddy.farm/i/concord-grape-pie/,https://buddy.farm/page-data/i/concord-grape-pie/page-data.json,concord-grape-pie__concord-grape-pie.json,buddy-item-multi-source-v1,,
concord grape pie,Concord Grape Pie,6,Flour,flour,25,https://buddy.farm/i/concord-grape-pie/,https://buddy.farm/page-data/i/concord-grape-pie/page-data.json,concord-grape-pie__concord-grape-pie.json,buddy-item-multi-source-v1,,
concord grape pie,Concord Grape Pie,7,Eggs,eggs,10,https://buddy.farm/i/concord-grape-pie/,https://buddy.farm/page-data/i/concord-grape-pie/page-data.json,concord-grape-pie__concord-grape-pie.json,buddy-item-multi-source-v1,,
concord grape pie,Concord Grape Pie,8,Salt,salt,10,https://buddy.farm/i/concord-grape-pie/,https://buddy.farm/page-data/i/concord-grape-pie/page-data.json,concord-grape-pie__concord-grape-pie.json,buddy-item-multi-source-v1,,
concord grape pie,Concord Grape Pie,9,Butter,butter,5,https://buddy.farm/i/concord-grape-pie/,https://buddy.farm/page-data/i/concord-grape-pie/page-data.json,concord-grape-pie__concord-grape-pie.json,buddy-item-multi-source-v1,,
control box,Control Box,1,Small Screw,small screw,2,https://buddy.farm/i/control-box/,https://buddy.farm/page-data/i/control-box/page-data.json,control-box__control-box.json,buddy-item-multi-source-v1,,
control box,Control Box,2,Steel Plate,steel plate,2,https://buddy.farm/i/control-box/,https://buddy.farm/page-data/i/control-box/page-data.json,control-box__control-box.json,buddy-item-multi-source-v1,,
control box,Control Box,3,Small Spring,small spring,3,https://buddy.farm/i/control-box/,https://buddy.farm/page-data/i/control-box/page-data.json,control-box__control-box.json,buddy-item-multi-source-v1,,
control box,Control Box,4,Broken Pipe,broken pipe,3,https://buddy.farm/i/control-box/,https://buddy.farm/page-data/i/control-box/page-data.json,control-box__control-box.json,buddy-item-multi-source-v1,,
control box,Control Box,5,Machine Part,machine part,10,https://buddy.farm/i/control-box/,https://buddy.farm/page-data/i/control-box/page-data.json,control-box__control-box.json,buddy-item-multi-source-v1,,
control box,Control Box,6,Moonstone,moonstone,3,https://buddy.farm/i/control-box/,https://buddy.farm/page-data/i/control-box/page-data.json,control-box__control-box.json,buddy-item-multi-source-v1,,
cooking pot,Cooking Pot,1,Moonstone,moonstone,1,https://buddy.farm/i/cooking-pot/,https://buddy.farm/page-data/i/cooking-pot/page-data.json,cooking-pot__cooking-pot.json,buddy-item-multi-source-v1,,
cooking pot,Cooking Pot,2,Iron,iron,25,https://buddy.farm/i/cooking-pot/,https://buddy.farm/page-data/i/cooking-pot/page-data.json,cooking-pot__cooking-pot.json,buddy-item-multi-source-v1,,
cooking pot,Cooking Pot,3,Emberstone,emberstone,25,https://buddy.farm/i/cooking-pot/,https://buddy.farm/page-data/i/cooking-pot/page-data.json,cooking-pot__cooking-pot.json,buddy-item-multi-source-v1,,
corn husk doll,Corn Husk Doll,1,Corn,corn,3,https://buddy.farm/i/corn-husk-doll/,https://buddy.farm/page-data/i/corn-husk-doll/page-data.json,corn-husk-doll__corn-husk-doll.json,buddy-item-multi-source-v1,,
corn husk doll,Corn Husk Doll,2,Red Twine,red twine,5,https://buddy.farm/i/corn-husk-doll/,https://buddy.farm/page-data/i/corn-husk-doll/page-data.json,corn-husk-doll__corn-husk-doll.json,buddy-item-multi-source-v1,,
corn husk doll,Corn Husk Doll,3,Wooden Button,wooden button,2,https://buddy.farm/i/corn-husk-doll/,https://buddy.farm/page-data/i/corn-husk-doll/page-data.json,corn-husk-doll__corn-husk-doll.json,buddy-item-multi-source-v1,,
corn oil,Corn Oil,1,Corn,corn,8,https://buddy.farm/i/corn-oil/,https://buddy.farm/page-data/i/corn-oil/page-data.json,corn-oil__corn-oil.json,buddy-item-multi-source-v1,,
corn oil,Corn Oil,2,Machine Press,machine press,1,https://buddy.farm/i/corn-oil/,https://buddy.farm/page-data/i/corn-oil/page-data.json,corn-oil__corn-oil.json,buddy-item-multi-source-v1,,
corn oil,Corn Oil,3,Glass Bottle,glass bottle,1,https://buddy.farm/i/corn-oil/,https://buddy.farm/page-data/i/corn-oil/page-data.json,corn-oil__corn-oil.json,buddy-item-multi-source-v1,,
crossbow,Crossbow,1,Arrowhead,arrowhead,1,https://buddy.farm/i/crossbow/,https://buddy.farm/page-data/i/crossbow/page-data.json,crossbow__crossbow.json,buddy-item-multi-source-v1,,
crossbow,Crossbow,2,Iron,iron,2,https://buddy.farm/i/crossbow/,https://buddy.farm/page-data/i/crossbow/page-data.json,crossbow__crossbow.json,buddy-item-multi-source-v1,,
crossbow,Crossbow,3,Iron Ring,iron ring,2,https://buddy.farm/i/crossbow/,https://buddy.farm/page-data/i/crossbow/page-data.json,crossbow__crossbow.json,buddy-item-multi-source-v1,,
crossbow,Crossbow,4,Steel Wire,steel wire,2,https://buddy.farm/i/crossbow/,https://buddy.farm/page-data/i/crossbow/page-data.json,crossbow__crossbow.json,buddy-item-multi-source-v1,,
crossbow,Crossbow,5,Oak,oak,3,https://buddy.farm/i/crossbow/,https://buddy.farm/page-data/i/crossbow/page-data.json,crossbow__crossbow.json,buddy-item-multi-source-v1,,
crown of clover,Crown of Clover,1,3-leaf Clover,3 leaf clover,20,https://buddy.farm/i/crown-of-clover/,https://buddy.farm/page-data/i/crown-of-clover/page-data.json,crown-of-clover__crown-of-clover.json,buddy-item-multi-source-v1,,
crown of clover,Crown of Clover,2,4-leaf Clover,4 leaf clover,2,https://buddy.farm/i/crown-of-clover/,https://buddy.farm/page-data/i/crown-of-clover/page-data.json,crown-of-clover__crown-of-clover.json,buddy-item-multi-source-v1,,
crown of clover,Crown of Clover,3,Steel Wire,steel wire,1,https://buddy.farm/i/crown-of-clover/,https://buddy.farm/page-data/i/crown-of-clover/page-data.json,crown-of-clover__crown-of-clover.json,buddy-item-multi-source-v1,,
crystal pickaxe,Crystal Pickaxe,1,Stone,stone,1,https://buddy.farm/i/crystal-pickaxe/,https://buddy.farm/page-data/i/crystal-pickaxe/page-data.json,crystal-pickaxe__crystal-pickaxe.json,buddy-item-multi-source-v1,,
crystal pickaxe,Crystal Pickaxe,2,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/crystal-pickaxe/,https://buddy.farm/page-data/i/crystal-pickaxe/page-data.json,crystal-pickaxe__crystal-pickaxe.json,buddy-item-multi-source-v1,,
crystal pickaxe,Crystal Pickaxe,3,Pickaxe,pickaxe,1,https://buddy.farm/i/crystal-pickaxe/,https://buddy.farm/page-data/i/crystal-pickaxe/page-data.json,crystal-pickaxe__crystal-pickaxe.json,buddy-item-multi-source-v1,,
crystal pickaxe,Crystal Pickaxe,4,Fairy Crystal,fairy crystal,1,https://buddy.farm/i/crystal-pickaxe/,https://buddy.farm/page-data/i/crystal-pickaxe/page-data.json,crystal-pickaxe__crystal-pickaxe.json,buddy-item-multi-source-v1,,
crystal pickaxe,Crystal Pickaxe,5,Lapis Lazuli,lapis lazuli,1,https://buddy.farm/i/crystal-pickaxe/,https://buddy.farm/page-data/i/crystal-pickaxe/page-data.json,crystal-pickaxe__crystal-pickaxe.json,buddy-item-multi-source-v1,,
emerald,Emerald,1,Unpolished Emerald,unpolished emerald,2,https://buddy.farm/i/emerald/,https://buddy.farm/page-data/i/emerald/page-data.json,emerald__emerald.json,buddy-item-multi-source-v1,,
emerald,Emerald,2,Stone,stone,2,https://buddy.farm/i/emerald/,https://buddy.farm/page-data/i/emerald/page-data.json,emerald__emerald.json,buddy-item-multi-source-v1,,
emerald ring,Emerald Ring,1,Iron Ring,iron ring,1,https://buddy.farm/i/emerald-ring/,https://buddy.farm/page-data/i/emerald-ring/page-data.json,emerald-ring__emerald-ring.json,buddy-item-multi-source-v1,,
emerald ring,Emerald Ring,2,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/emerald-ring/,https://buddy.farm/page-data/i/emerald-ring/page-data.json,emerald-ring__emerald-ring.json,buddy-item-multi-source-v1,,
emerald ring,Emerald Ring,3,Emerald,emerald,1,https://buddy.farm/i/emerald-ring/,https://buddy.farm/page-data/i/emerald-ring/page-data.json,emerald-ring__emerald-ring.json,buddy-item-multi-source-v1,,
energy coil,Energy Coil,1,Transistor,transistor,25,https://buddy.farm/i/energy-coil/,https://buddy.farm/page-data/i/energy-coil/page-data.json,energy-coil__energy-coil.json,buddy-item-multi-source-v1,,
energy coil,Energy Coil,2,Glass Orb,glass orb,1,https://buddy.farm/i/energy-coil/,https://buddy.farm/page-data/i/energy-coil/page-data.json,energy-coil__energy-coil.json,buddy-item-multi-source-v1,,
energy coil,Energy Coil,3,Steel,steel,2,https://buddy.farm/i/energy-coil/,https://buddy.farm/page-data/i/energy-coil/page-data.json,energy-coil__energy-coil.json,buddy-item-multi-source-v1,,
