item_name,canonical_key,mastery_possible,farmrpg_item_id,buddy_slug,source_datasets,notes
Red Diary,red diary,yes,898,red-diary,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Red Dye,red dye,yes,536,red-dye,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Red Envelope,red envelope,unknown,974,red-envelope,buddy_item_evidence_cache,
Red Flowers,red flowers,unknown,731,red-flowers,buddy_item_evidence_cache;recipe_inputs.input,
Red Mushrooms,red mushrooms,unknown,917,red-mushrooms,buddy_item_evidence_cache,
Red Ornament,red ornament,unknown,404,red-ornament,buddy_item_evidence_cache,
Red Parchment,red parchment,yes,897,red-parchment,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Red Rocket,red rocket,unknown,1263,red-rocket,buddy_item_evidence_cache,
Red Scarf,red scarf,yes,1336,red-scarf,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Red Shield,red shield,yes,538,red-shield,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Red Shirt,red shirt,yes,1411,red-shirt,buddy_item_evidence_cache;recipes.output;tower_requirements,
Red Starfish,red starfish,yes,205,red-starfish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Red Trunk,red trunk,yes,760,red-trunk,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Red Twine,red twine,yes,788,red-twine,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Red Velvet Cake,red velvet cake,yes,1496,red-velvet-cake,buddy_item_evidence_cache;personal_mastery_export_2026_08_08;user_mastery_eligibility_review_2026_08_08,Promoted in BL-326 from a mastery value in the reviewed personal export and user confirmation.
Redgill,redgill,yes,233,redgill,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Refined Corn Quartz,refined corn quartz,unknown,962,refined-corn-quartz,buddy_item_evidence_cache,
Reindeer Headband,reindeer headband,unknown,934,reindeer-headband,buddy_item_evidence_cache,
Reinforced Helmet,reinforced helmet,yes,1330,reinforced-helmet,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Ric Ryph Bobblehead,ric ryph bobblehead,unknown,1075,ric-ryph-bobblehead,buddy_item_evidence_cache,
Rice,rice,yes,630,rice,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Rice Seeds,rice seeds,unknown,631,rice-seeds,buddy_item_evidence_cache,
Ring of Renthisj,ring of renthisj,unknown,365,ring-of-renthisj,buddy_item_evidence_cache,
Roomba Bobblehead,roomba bobblehead,unknown,1076,roomba-bobblehead,buddy_item_evidence_cache,
Roomba's Over The Moon,roomba's over the moon,unknown,652,roomba-s-over-the-moon,buddy_item_evidence_cache;recipes.recipe_book,
Rope,rope,yes,193,rope,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Rosalie Bobblehead,rosalie bobblehead,unknown,1077,rosalie-bobblehead,buddy_item_evidence_cache,
Rosalie's Beach Tote,rosalie's beach tote,unknown,1082,rosalie-s-beach-tote,buddy_item_evidence_cache,
Rosalie's Bone Broth,rosalie's bone broth,unknown,642,rosalie-s-bone-broth,buddy_item_evidence_cache;recipes.recipe_book,
Rosalie's Concord Grape Pie,rosalie's concord grape pie,unknown,727,rosalie-s-concord-grape-pie,buddy_item_evidence_cache;recipes.recipe_book,
Rosalie's Red Berry Pie,rosalie's red berry pie,unknown,724,rosalie-s-red-berry-pie,buddy_item_evidence_cache;recipes.recipe_book,
Rubber Duckie,rubber duckie,unknown,380,rubber-duckie,buddy_item_evidence_cache,
Ruby,ruby,yes,94,ruby,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Ruby Coral,ruby coral,yes,312,ruby-coral,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Ruby Fish,ruby fish,yes,174,ruby-fish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Ruby Ring,ruby ring,yes,96,ruby-ring,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Ruby Scorpion,ruby scorpion,unknown,376,ruby-scorpion,buddy_item_evidence_cache,
Rucksack,rucksack,yes,1128,rucksack,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Rudolph,rudolph,unknown,448,rudolph,buddy_item_evidence_cache,
Rudolph Buddy Doll,rudolph buddy doll,unknown,1162,rudolph-buddy-doll,buddy_item_evidence_cache,
Rune Dice,rune dice,unknown,777,rune-dice,buddy_item_evidence_cache,
Rune Shard,rune shard,unknown,1119,rune-shard,buddy_item_evidence_cache,
Runecorn,runecorn,unknown,668,runecorn,buddy_item_evidence_cache,
Runecube,runecube,unknown,517,runecube,buddy_item_evidence_cache,
Runestone 01,runestone 01,yes,147,runestone-01,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 02,runestone 02,yes,148,runestone-02,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 03,runestone 03,yes,149,runestone-03,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 04,runestone 04,yes,150,runestone-04,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 05,runestone 05,yes,151,runestone-05,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 06,runestone 06,yes,152,runestone-06,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 07,runestone 07,yes,153,runestone-07,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 08,runestone 08,yes,154,runestone-08,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 09,runestone 09,yes,155,runestone-09,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 10,runestone 10,yes,156,runestone-10,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 11,runestone 11,yes,221,runestone-11,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 12,runestone 12,yes,222,runestone-12,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 13,runestone 13,yes,223,runestone-13,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 14,runestone 14,yes,224,runestone-14,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 15,runestone 15,yes,225,runestone-15,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 16,runestone 16,yes,226,runestone-16,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 17,runestone 17,yes,227,runestone-17,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 18,runestone 18,yes,228,runestone-18,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 19,runestone 19,yes,229,runestone-19,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 20,runestone 20,yes,230,runestone-20,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
Runestone 23,runestone 23,unknown,553,runestone-23,buddy_item_evidence_cache,
Runestone 27,runestone 27,yes,930,runestone-27,buddy_item_evidence_cache;mastery_difficulty,
Runestone Necklace,runestone necklace,unknown,582,runestone-necklace,buddy_item_evidence_cache,
Safety Goggles,safety goggles,unknown,1090,safety-goggles,buddy_item_evidence_cache,
Safety Headgear,safety headgear,no,1514,safety-headgear,buddy_item_evidence_cache;new_item_intake_2026_06_30,Promoted for BL-318 from user-confirmed new item evidence and cached Buddy page-data. User confirmed not masterable. Source: https://buddy.farm/i/safety-headgear/; Page data: https://buddy.farm/page-data/i/safety-headgear/page-data.json; Cache: safety-headgear__safety-headgear.json; Parser: buddy-item-multi-source-v1
Safety Mask,safety mask,unknown,1262,safety-mask,buddy_item_evidence_cache,
Safety Pin,safety pin,unknown,620,safety-pin,buddy_item_evidence_cache,
Sail Cloth,sail cloth,yes,1133,sail-cloth,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Salt,salt,yes,305,salt,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Salt Rock,salt rock,unknown,304,salt-rock,buddy_item_evidence_cache;recipe_inputs.input,
Sand,sand,yes,387,sand,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Sand Castle Bucket,sand castle bucket,unknown,1084,sand-castle-bucket,buddy_item_evidence_cache,
Sand Dollar,sand dollar,unknown,604,sand-dollar,buddy_item_evidence_cache,
Sand Shovel,sand shovel,unknown,1083,sand-shovel,buddy_item_evidence_cache,
Sandstone,sandstone,unknown,202,sandstone,buddy_item_evidence_cache;recipe_inputs.input,
Santa Bobblehead,santa bobblehead,unknown,1345,santa-bobblehead,buddy_item_evidence_cache,
Santa Buddy Doll,santa buddy doll,unknown,1161,santa-buddy-doll,buddy_item_evidence_cache,
Santa Hat,santa hat,unknown,413,santa-hat,buddy_item_evidence_cache,
Santa's Travel Belt,santa's travel belt,unknown,937,santa-s-travel-belt,buddy_item_evidence_cache,
Sappy Christmas Card,sappy christmas card,unknown,1166,sappy-christmas-card,buddy_item_evidence_cache,
School Buddy Doll,school buddy doll,unknown,1271,school-buddy-doll,buddy_item_evidence_cache,
Schoolbook,schoolbook,unknown,617,schoolbook,buddy_item_evidence_cache,
Scissors,scissors,yes,326,scissors,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Scrap Cloth,scrap cloth,unknown,1381,scrap-cloth,buddy_item_evidence_cache;recipe_inputs.input,
Scrap Metal,scrap metal,unknown,601,scrap-metal,buddy_item_evidence_cache;recipe_inputs.input,
Scrap Wire,scrap wire,unknown,600,scrap-wire,buddy_item_evidence_cache;recipe_inputs.input,
Scythe of Dewstar,scythe of dewstar,unknown,786,scythe-of-dewstar,buddy_item_evidence_cache,
Sea Catfish,sea catfish,yes,308,sea-catfish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Sea Crest,sea crest,yes,692,sea-crest,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Sea Dragon,sea dragon,yes,478,sea-dragon,buddy_item_evidence_cache;mastery_difficulty,
Sea Pincher Special,sea pincher special,yes,645,sea-pincher-special,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Sea Turtle,sea turtle,yes,1240,sea-turtle,buddy_item_evidence_cache;mastery_difficulty,
Sea Urchin,sea urchin,yes,1241,sea-urchin,buddy_item_evidence_cache;mastery_difficulty,
Seahorse,seahorse,yes,206,seahorse,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Sealed Letter,sealed letter,unknown,274,sealed-letter,buddy_item_evidence_cache,
Seashell Necklace,seashell necklace,yes,1327,seashell-necklace,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Seaweed,seaweed,yes,390,seaweed,buddy_item_evidence_cache;mastery_difficulty,
Seeing Stone,seeing stone,unknown,327,seeing-stone,buddy_item_evidence_cache;recipe_inputs.input,
Seeker,seeker,yes,693,seeker,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Serpent Eel,serpent eel,yes,311,serpent-eel,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Serpent of Trym,serpent of trym,unknown,719,serpent-of-trym,buddy_item_evidence_cache,
Sewing Needle,sewing needle,yes,1129,sewing-needle,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Shadow Bloom,shadow bloom,unknown,1360,shadow-bloom,buddy_item_evidence_cache;recipe_inputs.input,
Shamrock Milk,shamrock milk,yes,1457,shamrock-milk,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Shark Jaws,shark jaws,unknown,1239,shark-jaws,buddy_item_evidence_cache,
Shark Tooth,shark tooth,unknown,241,shark-tooth,buddy_item_evidence_cache,
Shillelagh,shillelagh,unknown,988,shillelagh,buddy_item_evidence_cache,
Shimmer Quartz,shimmer quartz,unknown,102,shimmer-quartz,buddy_item_evidence_cache;recipe_inputs.input,
Shimmer Ring,shimmer ring,yes,249,shimmer-ring,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Shimmer Stone,shimmer stone,yes,77,shimmer-stone,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Shimmer Topaz,shimmer topaz,yes,248,shimmer-topaz,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Shinefish,shinefish,yes,268,shinefish,buddy_item_evidence_cache;mastery_difficulty,
Shiny Beetle,shiny beetle,unknown,282,shiny-beetle,buddy_item_evidence_cache,
Shiny Present,shiny present,unknown,1156,shiny-present,buddy_item_evidence_cache,
Ship in a Bottle,ship in a bottle,yes,776,ship-in-a-bottle,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Ship Mast,ship mast,yes,1332,ship-mast,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Ship Wheel,ship wheel,unknown,795,ship-wheel,buddy_item_evidence_cache,
Shovel,shovel,yes,238,shovel,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Shrimp,shrimp,yes,141,shrimp,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;tower_requirements,
Shrimp-a-Plenty,shrimp-a-plenty,yes,646,shrimp-a-plenty,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Silk,silk,yes,1135,silk,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Sinkroot,sinkroot,unknown,1355,sinkroot,buddy_item_evidence_cache,
Skeleton Key,skeleton key,unknown,366,skeleton-key,buddy_item_evidence_cache,
Skipjack,skipjack,yes,139,skipjack,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Skull Coin,skull coin,unknown,266,skull-coin,buddy_item_evidence_cache,
Skull-in-the-box,skull-in-the-box,unknown,874,skull-in-the-box,buddy_item_evidence_cache,
Slime Bucket,slime bucket,unknown,1454,slime-bucket,buddy_item_evidence_cache,
Slime Buddy Doll,slime buddy doll,unknown,1453,slime-buddy-doll,buddy_item_evidence_cache,
Slime Egg Shell,slime egg shell,yes,1371,slime-egg-shell,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Slimeback,slimeback,yes,1367,slimeback,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Slimed Buddy Doll,slimed buddy doll,unknown,1493,slimed-buddy-doll,buddy_item_evidence_cache,
Slimestone,slimestone,unknown,302,slimestone,buddy_item_evidence_cache;recipe_inputs.input,
Sling Blade,sling blade,unknown,813,sling-blade,buddy_item_evidence_cache,
Slobster,slobster,yes,1370,slobster,buddy_item_evidence_cache;mastery_difficulty,
Small Bolt,small bolt,yes,595,small-bolt,buddy_item_evidence_cache;recipe_inputs.input;personal_mastery_export_2026_08_08,Promoted in BL-326 because the reviewed personal export contains a mastery value; any exported mastery value proves eligibility.
Small Chest 01,small chest 01,unknown,332,small-chest-01,buddy_item_evidence_cache,
Small Chest 02,small chest 02,unknown,333,small-chest-02,buddy_item_evidence_cache,
Small Flute,small flute,unknown,273,small-flute,buddy_item_evidence_cache,
Small Gear,small gear,unknown,342,small-gear,buddy_item_evidence_cache;recipe_inputs.input,
Small Key,small key,unknown,331,small-key,buddy_item_evidence_cache,
Small Prawn,small prawn,yes,58,small-prawn,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;tower_requirements,
Small Screw,small screw,unknown,339,small-screw,buddy_item_evidence_cache;recipe_inputs.input,
Small Spring,small spring,unknown,251,small-spring,buddy_item_evidence_cache;recipe_inputs.input,
Smart Buddy Doll,smart buddy doll,unknown,1272,smart-buddy-doll,buddy_item_evidence_cache,
Snail,snail,unknown,284,snail,buddy_item_evidence_cache;recipe_inputs.input,
Snow Globe,snow globe,yes,428,snow-globe,buddy_item_evidence_cache;mastery_difficulty,
Snow Shoes,snow shoes,yes,1132,snow-shoes,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Snowball,snowball,unknown,412,snowball,buddy_item_evidence_cache,
Snowball Cup,snowball cup,unknown,941,snowball-cup,buddy_item_evidence_cache,
Snowflakes,snowflakes,unknown,935,snowflakes,buddy_item_evidence_cache,
Snowman,snowman,yes,411,snowman,buddy_item_evidence_cache;mastery_difficulty,
Snowman Buddy Doll,snowman buddy doll,unknown,1173,snowman-buddy-doll,buddy_item_evidence_cache,
Soap,soap,unknown,614,soap,buddy_item_evidence_cache,
Sol Orb,sol orb,unknown,920,sol-orb,buddy_item_evidence_cache,
Sombrero,sombrero,unknown,551,sombrero,buddy_item_evidence_cache,
Sour Root,sour root,unknown,322,sour-root,buddy_item_evidence_cache;recipe_inputs.input,
Spades,spades,unknown,608,spades,buddy_item_evidence_cache,
Speckled Grouper,speckled grouper,yes,578,speckled-grouper,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Spectacles,spectacles,unknown,243,spectacles,buddy_item_evidence_cache,
Spider,spider,unknown,362,spider,buddy_item_evidence_cache;recipe_inputs.input,
Spiked Shell,spiked shell,yes,473,spiked-shell,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;tower_requirements,
Spiky Bracelet,spiky bracelet,yes,1334,spiky-bracelet,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Spiral Shell,spiral shell,yes,310,spiral-shell,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Splatfish,splatfish,yes,1369,splatfish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Sponge,sponge,unknown,1303,sponge,buddy_item_evidence_cache,
Spooky Cookies,spooky cookies,unknown,657,spooky-cookies,buddy_item_evidence_cache,
Spooky Doll,spooky doll,unknown,865,spooky-doll,buddy_item_evidence_cache,
Spooky Pie,spooky pie,unknown,862,spooky-pie,buddy_item_evidence_cache,
Spooky Scarecrow,spooky scarecrow,yes,1320,spooky-scarecrow,buddy_item_evidence_cache;mastery_difficulty,
Spooky Slime,spooky slime,unknown,1144,spooky-slime,buddy_item_evidence_cache,
Spool of Copper,spool of copper,yes,679,spool-of-copper,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Spoon,spoon,yes,675,spoon,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Sporefly,sporefly,unknown,1361,sporefly,buddy_item_evidence_cache,
Spring Bangle,spring bangle,unknown,720,spring-bangle,buddy_item_evidence_cache,
Spring Basket 01,spring basket 01,unknown,494,spring-basket-01,buddy_item_evidence_cache,
Spring Basket 02,spring basket 02,unknown,1194,spring-basket-02,buddy_item_evidence_cache,
Spring Basket 03,spring basket 03,unknown,1456,spring-basket-03,buddy_item_evidence_cache,
Spring Cave Charm,spring cave charm,no,1523,spring-cave-charm,buddy_item_evidence_cache;new_item_intake_2026_08_11,Promoted for BL-329 from user-confirmed new item evidence and cached Buddy page-data. User confirmed not masterable. Source: https://buddy.farm/i/spring-cave-charm/; Page data: https://buddy.farm/page-data/i/spring-cave-charm/page-data.json; Cache: spring-cave-charm__spring-cave-charm.json; Parser: buddy-item-multi-source-v1
Spring Seeds,spring seeds,unknown,729,spring-seeds,buddy_item_evidence_cache,
Square Key,square key,unknown,335,square-key,buddy_item_evidence_cache,
Stack of Cards,stack of cards,unknown,766,stack-of-cards,buddy_item_evidence_cache,
Star,star,unknown,416,star,buddy_item_evidence_cache,
Star Bobblehead,star bobblehead,unknown,1078,star-bobblehead,buddy_item_evidence_cache,
Star's Treasure Map,star's treasure map,unknown,472,star-s-treasure-map,buddy_item_evidence_cache,
Starfish,starfish,yes,98,starfish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Steak,steak,unknown,137,steak,buddy_item_evidence_cache;recipe_inputs.input,
Steak Kabob,steak kabob,unknown,197,steak-kabob,buddy_item_evidence_cache,
Steel,steel,yes,145,steel,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Steel Buckle,steel buckle,yes,843,steel-buckle,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Steel Pickaxe,steel pickaxe,yes,1111,steel-pickaxe,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Steel Plate,steel plate,yes,592,steel-plate,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output,
Steel Soap Belt,steel soap belt,unknown,867,steel-soap-belt,buddy_item_evidence_cache,
Steel Vise,steel vise,yes,759,steel-vise,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Steel Wire,steel wire,yes,392,steel-wire,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Step Ladder,step ladder,yes,743,step-ladder,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Stingray,stingray,yes,134,stingray,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Stone,stone,unknown,40,stone,buddy_item_evidence_cache;recipe_inputs.input,
Stone Fragment,stone fragment,unknown,1258,stone-fragment,buddy_item_evidence_cache,
Stone Jelly,stone jelly,yes,694,stone-jelly,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Stone Key,stone key,unknown,1265,stone-key,buddy_item_evidence_cache,
Stone Shell,stone shell,unknown,918,stone-shell,buddy_item_evidence_cache;recipe_inputs.input,
Stones of Gallodor,stones of gallodor,unknown,516,stones-of-gallodor,buddy_item_evidence_cache,
Strange Gem,strange gem,unknown,345,strange-gem,buddy_item_evidence_cache,
Strange Key 01,strange key 01,unknown,1178,strange-key-01,buddy_item_evidence_cache,
Strange Letter,strange letter,unknown,168,strange-letter,buddy_item_evidence_cache,
Strange Mushroom,strange mushroom,unknown,496,strange-mushroom,buddy_item_evidence_cache,
Strange Ring,strange ring,unknown,235,strange-ring,buddy_item_evidence_cache,
Strange Temple Necklace,strange temple necklace,unknown,1108,strange-temple-necklace,buddy_item_evidence_cache,
Straw,straw,unknown,128,straw,buddy_item_evidence_cache;recipe_inputs.input,
Strawberry Good Goods,strawberry good goods,unknown,1047,strawberry-good-goods,buddy_item_evidence_cache,
Striped Feather,striped feather,unknown,320,striped-feather,buddy_item_evidence_cache;recipe_inputs.input,
Strong Paste,strong paste,yes,1425,strong-paste,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Sturdy Bow,sturdy bow,yes,456,sturdy-bow,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Sturdy Box,sturdy box,yes,55,sturdy-box,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Sturdy Pickaxe,sturdy pickaxe,yes,922,sturdy-pickaxe,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Sturdy Saw,sturdy saw,unknown,768,sturdy-saw,buddy_item_evidence_cache,
Sturdy Shield,sturdy shield,yes,167,sturdy-shield,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Sturdy Sword,sturdy sword,yes,300,sturdy-sword,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;recipes.output;tower_requirements,
Sugar Cane,sugar cane,yes,1276,sugar-cane,buddy_item_evidence_cache;mastery_difficulty,
Sugar Cane Seeds,sugar cane seeds,unknown,1307,sugar-cane-seeds,buddy_item_evidence_cache,
Sugar Cube,sugar cube,yes,1452,sugar-cube,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Summer Basket,summer basket,unknown,603,summer-basket,buddy_item_evidence_cache,
Sun Egg,sun egg,unknown,1467,sun-egg,buddy_item_evidence_cache,
Sun Shades,sun shades,unknown,1246,sun-shades,buddy_item_evidence_cache,
Sunfish,sunfish,yes,88,sunfish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Sunflower,sunflower,yes,373,sunflower,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input;tower_requirements,
Sunflower Oil,sunflower oil,yes,825,sunflower-oil,buddy_item_evidence_cache;mastery_difficulty;recipes.output,
Sunflower Seeds,sunflower seeds,unknown,374,sunflower-seeds,buddy_item_evidence_cache,
Sunscreen,sunscreen,unknown,1245,sunscreen,buddy_item_evidence_cache,
Sunstone,sunstone,unknown,913,sunstone,buddy_item_evidence_cache,
Supply Bag 01,supply bag 01,unknown,1099,supply-bag-01,buddy_item_evidence_cache,
Supply Bag 02,supply bag 02,unknown,1100,supply-bag-02,buddy_item_evidence_cache,
Supply Crate 01,supply crate 01,unknown,1101,supply-crate-01,buddy_item_evidence_cache,
Supply Crate 02,supply crate 02,unknown,1102,supply-crate-02,buddy_item_evidence_cache,
Supply Voucher,supply voucher,unknown,1081,supply-voucher,buddy_item_evidence_cache,
Support's Ticket,support's ticket,unknown,1096,support-s-ticket,buddy_item_evidence_cache,
Swamp Algae,swamp algae,unknown,1353,swamp-algae,buddy_item_evidence_cache,
Swamp Gourd,swamp gourd,no,1384,swamp-gourd,buddy_item_evidence_cache;user_mastery_eligibility_review_2026_08_08,User confirmed not masterable in the BL-326 eligibility review.
Swamp Puzzle,swamp puzzle,no,1352,swamp-puzzle,buddy_item_evidence_cache;recipes.output;user_mastery_eligibility_review_2026_08_08,User confirmed not masterable in the BL-326 eligibility review despite the reviewed recipe.
Swamp Thistle,swamp thistle,unknown,1357,swamp-thistle,buddy_item_evidence_cache;recipe_inputs.input,
Sweet Root,sweet root,unknown,92,sweet-root,buddy_item_evidence_cache;recipe_inputs.input,
Swordfish,swordfish,yes,306,swordfish,buddy_item_evidence_cache;mastery_difficulty;tower_requirements,
Tackle Box,tackle box,unknown,584,tackle-box,buddy_item_evidence_cache,
Taco,taco,unknown,549,taco,buddy_item_evidence_cache,
Taffy,taffy,unknown,370,taffy,buddy_item_evidence_cache,
Tanooki Buddy Doll,tanooki buddy doll,unknown,1198,tanooki-buddy-doll,buddy_item_evidence_cache,
Tea Leaves,tea leaves,unknown,499,tea-leaves,buddy_item_evidence_cache;recipe_inputs.input,
Teapot,teapot,unknown,280,teapot,buddy_item_evidence_cache,
Teddy Bear,teddy bear,unknown,420,teddy-bear,buddy_item_evidence_cache,
Temple Voucher,temple voucher,no,1522,temple-voucher,buddy_item_evidence_cache;new_item_intake_2026_08_08,Promoted for BL-325 from user-confirmed new item evidence and cached Buddy page-data. User confirmed not masterable. Source: https://buddy.farm/i/temple-voucher/; Page data: https://buddy.farm/page-data/i/temple-voucher/page-data.json; Cache: temple-voucher__temple-voucher.json; Parser: buddy-item-multi-source-v1
Tenfoo's Lost Sock,tenfoo's lost sock,unknown,969,tenfoo-s-lost-sock,buddy_item_evidence_cache,
Thank You Card,thank you card,unknown,745,thank-you-card,buddy_item_evidence_cache,
Thankful Notes,thankful notes,unknown,881,thankful-notes,buddy_item_evidence_cache,
Thomas Bobblehead,thomas bobblehead,unknown,1079,thomas-bobblehead,buddy_item_evidence_cache,
Thomas's Cat's Meow,thomas's cat's meow,unknown,648,thomas-s-cat-s-meow,buddy_item_evidence_cache;recipes.recipe_book,
Thomas's Cup of PB,thomas's cup of pb,unknown,1126,thomas-s-cup-of-pb,buddy_item_evidence_cache,
Thomas's Red Velvet Cake,thomas's red velvet cake,unknown,1497,thomas-s-red-velvet-cake,buddy_item_evidence_cache,
Thomas's Tavern Tote,thomas's tavern tote,unknown,1270,thomas-s-tavern-tote,buddy_item_evidence_cache,
Thorns,thorns,unknown,321,thorns,buddy_item_evidence_cache;recipe_inputs.input,
Tie Dye Scarf,tie dye scarf,yes,1418,tie-dye-scarf,buddy_item_evidence_cache;mastery_difficulty;recipes.output;tower_requirements,
Time Egg,time egg,unknown,752,time-egg,buddy_item_evidence_cache,
Tin Can,tin can,yes,1382,tin-can,buddy_item_evidence_cache;mastery_difficulty;recipe_inputs.input,
