quest_key,quest_name,questline_key,questline_name,questline_aliases,stage_label,npc,farming_level,fishing_level,crafting_level,exploring_level,tower_level,previous_quest_key,next_quest_keys,source_url,coverage_status,notes
99 bottles vi,99 Bottles VI,99 bottles,99 Bottles,,VI,,,,,,,99 bottles v,99 bottles vii,https://buddy.farm/q/99-bottles-vi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 491; Quest image: /img/items/a_034.png
99 bottles vii,99 Bottles VII,99 bottles,99 Bottles,,VII,,,,,,,99 bottles vi,99 bottles viii,https://buddy.farm/q/99-bottles-vii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 492; Quest image: /img/items/a_034.png
99 bottles viii,99 Bottles VIII,99 bottles,99 Bottles,,VIII,,,,,,,99 bottles vii,99 bottles ix,https://buddy.farm/q/99-bottles-viii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 493; Quest image: /img/items/a_034.png
99 bottles ix,99 Bottles IX,99 bottles,99 Bottles,,IX,,,,,,,99 bottles viii,99 bottles x,https://buddy.farm/q/99-bottles-ix/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 494; Quest image: /img/items/a_034.png
99 bottles x,99 Bottles X,99 bottles,99 Bottles,,X,,,,,,,99 bottles ix,99 bottles xi,https://buddy.farm/q/99-bottles-x/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 495; Quest image: /img/items/a_034.png
99 bottles xi,99 Bottles XI,99 bottles,99 Bottles,,XI,,,,,,,99 bottles x,99 bottles xii,https://buddy.farm/q/99-bottles-xi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 496; Quest image: /img/items/a_034.png
99 bottles xii,99 Bottles XII,99 bottles,99 Bottles,,XII,,,,,,,99 bottles xi,99 bottles xiii,https://buddy.farm/q/99-bottles-xii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 497; Quest image: /img/items/a_034.png
99 bottles xiii,99 Bottles XIII,99 bottles,99 Bottles,,XIII,,,,,,,99 bottles xii,99 bottles xiv,https://buddy.farm/q/99-bottles-xiii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 498; Quest image: /img/items/a_034.png
99 bottles xiv,99 Bottles XIV,99 bottles,99 Bottles,,XIV,,,,,,,99 bottles xiii,99 bottles xv,https://buddy.farm/q/99-bottles-xiv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 499; Quest image: /img/items/a_034.png
99 bottles xv,99 Bottles XV,99 bottles,99 Bottles,,XV,,,,,,,99 bottles xiv,99 bottles xvi,https://buddy.farm/q/99-bottles-xv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 500; Quest image: /img/items/a_034.png
99 bottles xvi,99 Bottles XVI,99 bottles,99 Bottles,,XVI,,,,,,,99 bottles xv,99 bottles xvii,https://buddy.farm/q/99-bottles-xvi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 501; Quest image: /img/items/a_034.png
99 bottles xvii,99 Bottles XVII,99 bottles,99 Bottles,,XVII,,,,,,,99 bottles xvi,99 bottles xviii,https://buddy.farm/q/99-bottles-xvii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 502; Quest image: /img/items/a_034.png
99 bottles xviii,99 Bottles XVIII,99 bottles,99 Bottles,,XVIII,,,,,,,99 bottles xvii,99 bottles xix,https://buddy.farm/q/99-bottles-xviii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 503; Quest image: /img/items/a_034.png
99 bottles xix,99 Bottles XIX,99 bottles,99 Bottles,,XIX,,,,,,,99 bottles xviii,99 bottles xx,https://buddy.farm/q/99-bottles-xix/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 504; Quest image: /img/items/a_034.png
99 bottles xx,99 Bottles XX,99 bottles,99 Bottles,,XX,,,,,,,99 bottles xix,99 bottles xxi,https://buddy.farm/q/99-bottles-xx/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 505; Quest image: /img/items/a_034.png
99 bottles xxi,99 Bottles XXI,99 bottles,99 Bottles,,XXI,,,,,,,99 bottles xx,99 bottles xxii,https://buddy.farm/q/99-bottles-xxi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 506; Quest image: /img/items/a_034.png
99 bottles xxii,99 Bottles XXII,99 bottles,99 Bottles,,XXII,,,,,,,99 bottles xxi,99 bottles xxiii,https://buddy.farm/q/99-bottles-xxii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 507; Quest image: /img/items/a_034.png
99 bottles xxiii,99 Bottles XXIII,99 bottles,99 Bottles,,XXIII,,,,,,,99 bottles xxii,99 bottles xxiv,https://buddy.farm/q/99-bottles-xxiii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 508; Quest image: /img/items/a_034.png
99 bottles xxiv,99 Bottles XXIV,99 bottles,99 Bottles,,XXIV,,,,,,,99 bottles xxiii,99 bottles xxv,https://buddy.farm/q/99-bottles-xxiv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 509; Quest image: /img/items/a_034.png
99 bottles xxv,99 Bottles XXV,99 bottles,99 Bottles,,XXV,,,,,,,99 bottles xxiv,99 bottles xxvi,https://buddy.farm/q/99-bottles-xxv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 510; Quest image: /img/items/a_034.png
99 bottles xxvi,99 Bottles XXVI,99 bottles,99 Bottles,,XXVI,,,,,,,99 bottles xxv,99 bottles xxvii,https://buddy.farm/q/99-bottles-xxvi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 511; Quest image: /img/items/a_034.png
99 bottles xxvii,99 Bottles XXVII,99 bottles,99 Bottles,,XXVII,,,,,,,99 bottles xxvi,99 bottles xxviii,https://buddy.farm/q/99-bottles-xxvii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 512; Quest image: /img/items/a_034.png
99 bottles xxviii,99 Bottles XXVIII,99 bottles,99 Bottles,,XXVIII,,,,,,,99 bottles xxvii,99 bottles xxix,https://buddy.farm/q/99-bottles-xxviii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 513; Quest image: /img/items/a_034.png
99 bottles xxix,99 Bottles XXIX,99 bottles,99 Bottles,,XXIX,,,,,,,99 bottles xxviii,99 bottles xxx,https://buddy.farm/q/99-bottles-xxix/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 514; Quest image: /img/items/a_034.png
99 bottles xxx,99 Bottles XXX,99 bottles,99 Bottles,,XXX,,,,,,,99 bottles xxix,99 bottles xxxi,https://buddy.farm/q/99-bottles-xxx/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 515; Quest image: /img/items/a_034.png
99 bottles xxxi,99 Bottles XXXI,99 bottles,99 Bottles,,XXXI,,,,,,,99 bottles xxx,99 bottles xxxii,https://buddy.farm/q/99-bottles-xxxi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 516; Quest image: /img/items/a_034.png
99 bottles xxxii,99 Bottles XXXII,99 bottles,99 Bottles,,XXXII,,,,,,,99 bottles xxxi,99 bottles xxxiii,https://buddy.farm/q/99-bottles-xxxii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 517; Quest image: /img/items/a_034.png
99 bottles xxxiii,99 Bottles XXXIII,99 bottles,99 Bottles,,XXXIII,,,,,,,99 bottles xxxii,99 bottles xxxiv,https://buddy.farm/q/99-bottles-xxxiii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 518; Quest image: /img/items/a_034.png
99 bottles xxxiv,99 Bottles XXXIV,99 bottles,99 Bottles,,XXXIV,,,,,,,99 bottles xxxiii,99 bottles xxxv,https://buddy.farm/q/99-bottles-xxxiv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 519; Quest image: /img/items/a_034.png
99 bottles xxxv,99 Bottles XXXV,99 bottles,99 Bottles,,XXXV,,,,,,,99 bottles xxxiv,99 bottles xxxvi,https://buddy.farm/q/99-bottles-xxxv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 520; Quest image: /img/items/a_034.png
99 bottles xxxvi,99 Bottles XXXVI,99 bottles,99 Bottles,,XXXVI,,,,,,,99 bottles xxxv,99 bottles xxxvii,https://buddy.farm/q/99-bottles-xxxvi/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 521; Quest image: /img/items/a_034.png
99 bottles xxxvii,99 Bottles XXXVII,99 bottles,99 Bottles,,XXXVII,,,,,,,99 bottles xxxvi,99 bottles xxxviii,https://buddy.farm/q/99-bottles-xxxvii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 522; Quest image: /img/items/a_034.png
99 bottles xxxviii,99 Bottles XXXVIII,99 bottles,99 Bottles,,XXXVIII,,,,,,,99 bottles xxxvii,99 bottles xxxix,https://buddy.farm/q/99-bottles-xxxviii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 523; Quest image: /img/items/a_034.png
99 bottles xxxix,99 Bottles XXXIX,99 bottles,99 Bottles,,XXXIX,,,,,,,99 bottles xxxviii,99 bottles xl,https://buddy.farm/q/99-bottles-xxxix/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 524; Quest image: /img/items/a_034.png
99 bottles xl,99 Bottles XL,99 bottles,99 Bottles,,XL,,,,,,,99 bottles xxxix,99 bottles xli,https://buddy.farm/q/99-bottles-xl/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 525; Quest image: /img/items/a_034.png
99 bottles xli,99 Bottles XLI,99 bottles,99 Bottles,,XLI,,,,,,,99 bottles xl,99 bottles xlii,https://buddy.farm/q/99-bottles-xli/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 526; Quest image: /img/items/a_034.png
99 bottles xlii,99 Bottles XLII,99 bottles,99 Bottles,,XLII,,,,,,,99 bottles xli,99 bottles xliii,https://buddy.farm/q/99-bottles-xlii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 527; Quest image: /img/items/a_034.png
99 bottles xliii,99 Bottles XLIII,99 bottles,99 Bottles,,XLIII,,,,,,,99 bottles xlii,99 bottles xliv,https://buddy.farm/q/99-bottles-xliii/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 528; Quest image: /img/items/a_034.png
99 bottles xliv,99 Bottles XLIV,99 bottles,99 Bottles,,XLIV,,,,,,,99 bottles xliii,99 bottles xlv,https://buddy.farm/q/99-bottles-xliv/,reviewed,Promoted from complete cached Buddy item-page quest evidence for BL-274.; Item requirements and rewards are reverse-derived from item pages; non-item prerequisites may be absent.; Buddy quest id: 529; Quest image: /img/items/a_034.png
