openable_item_name,openable_canonical_key,content_item_name,content_canonical_key,quantity_per_open,quantity_kind,evidence,notes
Beatrix's Booming Brawl Box 01,beatrix's booming brawl box 01,Explosive,explosive,250,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-01/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-01/page-data.json; Cache: beatrix-s-booming-brawl-box-01__beatrix-s-booming-brawl-box-01.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 01,beatrix's booming brawl box 01,Fireworks,fireworks,150,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-01/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-01/page-data.json; Cache: beatrix-s-booming-brawl-box-01__beatrix-s-booming-brawl-box-01.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 01,beatrix's booming brawl box 01,Grape Juice,grape juice,10,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-01/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-01/page-data.json; Cache: beatrix-s-booming-brawl-box-01__beatrix-s-booming-brawl-box-01.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 01,beatrix's booming brawl box 01,Green Torpedo,green torpedo,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-01/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-01/page-data.json; Cache: beatrix-s-booming-brawl-box-01__beatrix-s-booming-brawl-box-01.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 01,beatrix's booming brawl box 01,Moonbreaker,moonbreaker,15,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-01/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-01/page-data.json; Cache: beatrix-s-booming-brawl-box-01__beatrix-s-booming-brawl-box-01.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 01,beatrix's booming brawl box 01,Prune Juice,prune juice,4,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-01/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-01/page-data.json; Cache: beatrix-s-booming-brawl-box-01__beatrix-s-booming-brawl-box-01.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 01,beatrix's booming brawl box 01,Safety Goggles,safety goggles,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-01/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-01/page-data.json; Cache: beatrix-s-booming-brawl-box-01__beatrix-s-booming-brawl-box-01.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Blue Star Stomper,blue star stomper,40,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Bomb,bomb,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Drink Bundle,drink bundle,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Event Token Purse,event token purse,3,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Fireworks,fireworks,150,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Green Torpedo,green torpedo,10,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Moonbreaker,moonbreaker,20,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Prune Juice,prune juice,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Red Rocket,red rocket,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Safety Mask,safety mask,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Beatrix's Booming Brawl Box 02,beatrix's booming brawl box 02,Tackle Box,tackle box,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/beatrix-s-booming-brawl-box-02/; Page data: https://buddy.farm/page-data/i/beatrix-s-booming-brawl-box-02/page-data.json; Cache: beatrix-s-booming-brawl-box-02__beatrix-s-booming-brawl-box-02.json; Parser: buddy-item-multi-source-v1
Birthday Present,birthday present,Apple,apple,200,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/birthday-present/; Page data: https://buddy.farm/page-data/i/birthday-present/page-data.json; Cache: birthday-present__birthday-present.json; Parser: buddy-item-multi-source-v1
Birthday Present,birthday present,Apple Cider,apple cider,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/birthday-present/; Page data: https://buddy.farm/page-data/i/birthday-present/page-data.json; Cache: birthday-present__birthday-present.json; Parser: buddy-item-multi-source-v1
Birthday Present,birthday present,Arnold Palmer,arnold palmer,10,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/birthday-present/; Page data: https://buddy.farm/page-data/i/birthday-present/page-data.json; Cache: birthday-present__birthday-present.json; Parser: buddy-item-multi-source-v1
Birthday Present,birthday present,Fishing Net,fishing net,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/birthday-present/; Page data: https://buddy.farm/page-data/i/birthday-present/page-data.json; Cache: birthday-present__birthday-present.json; Parser: buddy-item-multi-source-v1
Birthday Present,birthday present,Glass Bottle,glass bottle,200,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/birthday-present/; Page data: https://buddy.farm/page-data/i/birthday-present/page-data.json; Cache: birthday-present__birthday-present.json; Parser: buddy-item-multi-source-v1
Birthday Present,birthday present,Grapes,grapes,200,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/birthday-present/; Page data: https://buddy.farm/page-data/i/birthday-present/page-data.json; Cache: birthday-present__birthday-present.json; Parser: buddy-item-multi-source-v1
Birthday Present,birthday present,Lemon,lemon,200,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/birthday-present/; Page data: https://buddy.farm/page-data/i/birthday-present/page-data.json; Cache: birthday-present__birthday-present.json; Parser: buddy-item-multi-source-v1
Birthday Present,birthday present,Orange,orange,200,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/birthday-present/; Page data: https://buddy.farm/page-data/i/birthday-present/page-data.json; Cache: birthday-present__birthday-present.json; Parser: buddy-item-multi-source-v1
Birthday Surprise Box 03,birthday surprise box 03,Apple Basket,apple basket,0.065217,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=23; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/birthday-surprise-box-03/; Page data: https://buddy.farm/page-data/i/birthday-surprise-box-03/page-data.json; Cache: birthday-surprise-box-03__birthday-surprise-box-03.json; Parser: buddy-item-multi-source-v1
Birthday Surprise Box 03,birthday surprise box 03,Backpack,backpack,0.065217,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=23; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/birthday-surprise-box-03/; Page data: https://buddy.farm/page-data/i/birthday-surprise-box-03/page-data.json; Cache: birthday-surprise-box-03__birthday-surprise-box-03.json; Parser: buddy-item-multi-source-v1
Birthday Surprise Box 03,birthday surprise box 03,Beatrix's Big Box of Boom,beatrix's big box of boom,0.065217,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=23; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/birthday-surprise-box-03/; Page data: https://buddy.farm/page-data/i/birthday-surprise-box-03/page-data.json; Cache: birthday-surprise-box-03__birthday-surprise-box-03.json; Parser: buddy-item-multi-source-v1
Birthday Surprise Box 03,birthday surprise box 03,Birthday Surprise Box 03,birthday surprise box 03,0.043478,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=23; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/birthday-surprise-box-03/; Page data: https://buddy.farm/page-data/i/birthday-surprise-box-03/page-data.json; Cache: birthday-surprise-box-03__birthday-surprise-box-03.json; Parser: buddy-item-multi-source-v1
Birthday Surprise Box 03,birthday surprise box 03,Box of Chocolate 01,box of chocolate 01,0.065217,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=23; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/birthday-surprise-box-03/; Page data: https://buddy.farm/page-data/i/birthday-surprise-box-03/page-data.json; Cache: birthday-surprise-box-03__birthday-surprise-box-03.json; Parser: buddy-item-multi-source-v1
Birthday Surprise Box 03,birthday surprise box 03,Box of Chocolate 02,box of chocolate 02,0.065217,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=23; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/birthday-surprise-box-03/; Page data: https://buddy.farm/page-data/i/birthday-surprise-box-03/page-data.json; Cache: birthday-surprise-box-03__birthday-surprise-box-03.json; Parser: buddy-item-multi-source-v1
Birthday Surprise Box 03,birthday surprise box 03,Buddy's School Bag,buddy's school bag,0.065217,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=23; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/birthday-surprise-box-03/; Page data: https://buddy.farm/page-data/i/birthday-surprise-box-03/page-data.json; Cache: birthday-surprise-box-03__birthday-surprise-box-03.json; Parser: buddy-item-multi-source-v1
Birthday Surprise Box 03,birthday surprise box 03,Cornucopia 01,cornucopia 01,0.065217,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=23; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/birthday-surprise-box-03/; Page data: https://buddy.farm/page-data/i/birthday-surprise-box-03/page-data.json; Cache: birthday-surprise-box-03__birthday-surprise-box-03.json; Parser: buddy-item-multi-source-v1
Birthday Surprise Box 03,birthday surprise box 03,Cornucopia 02,cornucopia 02,0.065217,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-2; outcome_count=23; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/birthday-surprise-box-03/; Page data: https://buddy.farm/page-data/i/birthday-surprise-box-03/page-data.json; Cache: birthday-surprise-box-03__birthday-surprise-box-03.json; Parser: buddy-item-multi-source-v1
